,G1-Ah,G1-Bw,G1-Cox,G11-Ah,G11-Bw,G11-Cox,G2-Ah,G2-Bw,G2-Cox,G3a-Ah,G3a-Bw,G3a-Cox,G9-Ah,G9-Bw,G9-Cox,Ah-1-1,Ah-1-2,Ah-2-1,Ah-2-2,II-P-1-1,II-P-1-2,II-P-2-1,II-P-2-2,Of-1-1,Of-1-2,Of-2-1,Of-2-2,arctic_tundra_TL1,boreal_forest_BZ1,hot_desert_MD3,hot_desert_SF2,hot_desert_SV1,polar_desert_EB017,polar_desert_EB019,polar_desert_EB020,polar_desert_EB021,polar_desert_EB024,polar_desert_EB026,temeprate_coniferous_forest_DF1,temeprate_deciduous_forest_CL1,temeprate_grassland_KP1,tropical_forest_AR3,tropical_forest_PE6,2012_10_Soy_No,2012_11_Corn_Yes,2012_12_Soy_Yes,2012_13_Corn_Yes,2012_14_Soy_Yes,2012_15_Corn_Yes,2012_16_soy_Yes,2012_17_Corn_Yes,2012_18_soy_Yes,2012_19_Corn_Yes,2012_1_corn_No,2012_20_Soy_Yes,2012_2_Soy_No,2012_3_corn_No,2012_4_Soy_No,2012_5_Corn_No,2012_6_Soy_No,2012_7_corn_No,2012_8_Soy_No,2012_9_Corn_No,2013_11_Soy_Yes,2013_12_Corn_Yes,2013_13_Corn_Yes,2013_14_Corn_Yes,2013_15_Soy_Yes,2013_16_Corn_Yes,2013_17_Soy_Yes,2013_18_Corn_Yes,2013_19_Soy_Yes,2013_1_Soy_No,2013_20_Corn_Yes,2013_23_forest,2013_24_forest,2013_2_Corn_No,2013_3_Soy_No,2013_5_Soy_No,2013_6_Corn_No,2013_7_Soy_No,2013_8_Corn_No,2013_9_Soy_No,ERR1104480.fastq.gzaligned,ERR1104481.fastq.gzaligned,ERR476938_1.fastq.gzaligned,ERR476939_1.fastq.gzaligned,ERR476940_1.fastq.gzaligned,ERR476941_1.fastq.gzaligned,ERR476942_1.fastq.gzaligned,ERR476943_1.fastq.gzaligned,ERR476944_1.fastq.gzaligned,ERR476945_1.fastq.gzaligned,ERR476946_1.fastq.gzaligned,ERR481108_1.fastq.gzaligned,ERR481109_1.fastq.gzaligned,ERR481110_1.fastq.gzaligned,ERR481111_1.fastq.gzaligned,ERR481112_1.fastq.gzaligned,ERR515173_1.fastq.gzaligned,ERR515174_1.fastq.gzaligned,ERR515176_1.fastq.gzaligned,ERR515177_1.fastq.gzaligned,ERR515178_1.fastq.gzaligned
Pentose phosphate pathway,1203,941,732,1334,1836,1073,913,783,638,1722,1705,1283,2178,1715,1660,417,392,135,115,414,401,599,610,554,551,664,653,596,537,551,588,1057,711,781,1010,651,1136,637,289,476,440,389,730,84,69,14,204,76,78,90,73,0,0,57,65,142,46,61,52,136,79,133,76,43,3,107,102,118,103,107,185,113,37,71,100,119,62,8,68,79,36,75,75,2451,2398,563,456,228,452,620,689,68,440,181,373,269,750,181,198,200,200,245,219,222
RNA pseudouridine syntheses,765,734,510,954,1319,683,639,538,452,1160,1263,1048,1418,1193,1187,352,334,105,99,290,293,421,396,548,549,655,651,263,267,163,186,362,197,327,226,144,297,428,164,241,173,129,296,25,31,4,92,32,35,45,33,0,0,29,23,57,15,41,14,63,23,52,32,27,3,38,56,60,42,48,85,47,18,22,38,52,35,1,22,36,6,28,26,2034,1979,346,236,163,329,357,411,42,243,115,205,177,411,96,93,116,112,151,158,142
Ribosomal protein S12p Asp methylthiotransferase,1390,1208,854,1548,1980,1230,1156,854,747,2127,2050,1700,2537,1907,1826,588,537,183,186,520,519,795,754,783,778,990,962,746,828,676,712,1272,1114,828,1224,693,1466,1048,408,759,653,515,1037,84,81,16,226,99,104,102,87,0,0,80,78,160,43,85,67,149,96,143,94,72,8,151,137,146,124,103,206,110,68,98,137,156,90,6,74,110,33,93,86,2820,2762,511,439,187,427,449,534,65,340,158,293,263,716,142,191,159,158,262,248,268
Ribosome activity modulation,281,238,182,299,370,174,219,184,136,435,411,253,626,381,335,113,100,36,28,91,74,142,131,173,194,212,214,71,103,110,101,190,102,106,184,101,172,187,49,79,77,39,105,8,11,0,37,11,13,8,14,1,0,7,12,18,5,9,4,16,10,11,13,9,1,13,7,25,18,11,28,15,8,11,11,12,11,2,10,14,3,10,5,722,701,148,104,49,125,161,132,16,98,35,115,53,222,40,42,64,49,55,46,66
Ribosomal protein S5p acylation,690,634,485,931,1267,645,569,483,399,1033,1067,799,1345,1058,1036,261,241,92,89,213,187,320,317,350,339,416,412,306,337,346,345,640,464,418,650,401,732,400,198,303,261,245,411,55,37,4,112,56,54,46,32,0,0,28,50,64,27,37,37,81,51,90,57,33,2,49,70,73,49,65,89,56,23,54,63,69,43,3,55,46,20,55,51,1648,1592,324,234,120,293,321,295,31,257,99,212,132,394,79,105,93,102,91,124,111
Persister Cells,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Translation initiation factors bacterial,3334,3063,2212,4044,5692,3153,2786,2355,2000,4668,5282,4198,6300,5077,4709,1395,1299,465,429,1121,1089,1716,1709,1795,1741,2308,2212,1424,1546,1672,1709,3235,2045,2365,3080,1924,3600,2069,902,1601,1289,1146,2008,229,167,54,504,217,171,211,181,2,0,145,161,337,90,160,138,303,226,297,170,130,8,249,252,299,243,234,408,226,130,192,228,321,172,11,158,192,80,195,196,6907,6689,1320,1190,576,1228,1457,1557,177,1195,506,882,560,1815,405,434,450,413,581,556,528
Khodge314 Isoleucine Biosynthesis,43,25,21,36,45,23,28,22,11,49,63,35,62,57,56,30,17,5,4,12,12,31,22,9,11,14,20,2,5,3,3,7,5,2,6,2,2,0,3,5,9,5,6,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,62,50,8,9,3,3,9,0,1,1,1,6,4,16,5,3,2,5,5,4,7
RNA 3'-terminal phosphate cyclase,52,59,17,70,71,39,50,37,35,80,85,61,122,75,75,28,27,9,5,28,27,32,32,42,39,47,43,10,10,34,45,67,20,3,24,2,42,12,15,17,12,17,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,207,71,61,24,69,45,50,4,23,15,49,50,150,24,19,62,50,53,58,48
Transcription initiation_ bacterial sigma factors,6085,4553,3230,6005,7406,3833,4631,3637,2560,9829,7356,5217,10616,6496,5597,2518,2249,766,786,2429,2233,3610,3457,2596,2373,3143,2907,1133,1307,814,897,1613,838,698,985,500,1325,796,788,1390,961,819,1875,152,143,31,367,142,171,198,139,0,1,103,123,202,64,92,101,240,128,202,126,77,13,180,147,190,189,165,305,149,98,141,228,228,102,7,139,156,64,129,139,10886,10445,1872,1476,705,1877,1622,1202,172,1104,493,1193,784,2132,507,555,549,516,629,624,648
RNA polymerase III initiation factors,1,0,1,0,1,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Sporulation gene orphans,309,288,239,408,593,355,251,257,222,509,554,441,655,473,486,169,163,43,41,113,115,215,205,220,206,220,226,94,140,152,145,331,88,74,111,96,115,70,89,164,97,124,159,20,14,2,35,14,18,17,5,0,0,9,7,17,7,12,14,28,9,27,10,7,1,22,17,35,18,22,29,19,18,11,20,24,11,0,11,21,9,18,14,1057,1031,124,97,69,123,103,228,21,96,50,72,59,147,33,38,47,37,53,64,61
FOL Commensurate regulon activation,3864,2729,1900,3089,4911,2610,2484,2241,1517,4777,4333,3227,4279,3156,2596,3110,2897,913,873,2515,2423,3999,3988,3050,2958,3659,3652,942,1743,523,732,1379,308,374,252,84,226,261,1580,2904,1292,1160,2241,171,121,32,338,150,126,174,103,1,1,146,123,285,70,133,108,284,126,260,152,105,8,197,262,252,193,213,354,192,107,170,333,323,133,10,139,154,73,179,163,8593,8478,789,521,283,519,557,521,71,460,165,428,333,865,213,216,189,140,233,241,247
Multidrug efflux pump in Campylobacter jejuni (CmeABC operon),844,901,533,1015,1596,743,589,561,457,1430,1558,1107,1226,919,914,745,711,220,206,689,653,1044,1027,816,797,949,877,96,157,25,37,86,19,304,12,9,19,160,102,237,108,139,173,13,7,8,35,17,13,17,8,0,0,10,7,29,3,12,13,22,12,20,12,6,1,10,14,23,18,16,45,11,8,15,24,27,15,2,10,10,7,11,12,2111,2022,229,197,90,172,157,160,24,157,58,183,197,434,105,87,78,64,87,103,103
YrdC-YciO-Sua5 and associated protein families,738,557,383,809,1095,587,568,452,382,986,1129,814,1292,1074,929,302,280,96,99,302,299,347,342,350,358,426,416,203,176,98,123,217,235,177,144,80,217,286,95,183,149,107,185,27,23,5,41,25,29,28,31,0,2,13,25,50,11,23,15,45,14,33,22,18,3,32,30,29,22,36,51,42,9,32,25,37,23,1,22,35,9,18,32,1413,1341,256,225,140,230,275,211,32,187,81,177,135,408,95,84,131,111,152,161,177
Betaine lipids in bactera,64,55,39,83,181,47,45,44,33,154,105,41,98,93,59,69,60,16,15,26,28,60,55,87,79,117,105,30,67,2,14,13,17,1,11,8,17,15,26,57,10,5,37,5,1,0,9,2,5,4,3,0,0,3,0,4,0,1,2,4,1,6,0,1,1,2,2,4,0,3,11,1,1,2,5,3,3,1,1,0,1,1,0,184,175,25,26,9,10,46,31,2,12,9,10,15,26,7,2,20,12,12,14,12
Sarcosine oxidases_ monomeric and heterotetrameric,1300,1684,1095,1993,2995,1562,1051,1271,964,2275,2555,2077,2496,2059,2141,579,543,151,137,414,405,602,602,558,538,705,682,391,503,400,405,754,354,257,550,223,349,223,303,631,298,334,804,97,76,12,171,77,64,77,78,0,0,50,50,98,31,53,59,166,92,134,82,67,3,72,80,88,64,74,142,103,34,77,103,98,54,5,77,85,34,78,79,3034,2949,584,570,289,501,772,654,49,290,127,356,182,482,129,141,174,165,132,122,144
SCIFF peptide maturase system,4,5,1,5,0,2,2,0,1,3,3,5,5,2,0,0,0,1,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,0,3,0,1,1,1,1,0,3,2,0,0,0,1,1,1,3,2,5
CitAB,7,12,9,37,39,26,8,7,10,23,40,39,25,24,17,4,3,2,0,8,4,11,8,8,7,5,4,1,2,7,6,10,4,3,3,2,4,0,2,4,3,4,18,0,0,0,2,2,1,2,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,2,1,1,1,0,1,1,0,0,0,1,1,0,0,0,41,28,9,4,7,7,3,4,0,1,0,9,4,13,3,3,3,3,2,2,4
Sugar-phosphate stress regulation,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Alcaligin Siderophore,1,0,0,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Siderophore Staphylobactin,3,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
sigma-Fimbriae,48,62,46,69,92,46,36,45,36,58,108,83,66,80,72,24,18,5,4,22,17,19,22,42,35,43,43,1,11,1,1,2,1,3,1,1,4,4,2,7,5,2,10,0,0,0,0,1,0,0,0,0,0,2,1,2,0,0,1,1,1,0,0,0,0,1,0,3,0,0,3,3,0,0,0,2,0,0,0,0,0,2,1,92,80,13,10,3,4,50,18,1,9,3,13,11,37,8,10,4,9,16,18,14
Signal peptidase,1231,1015,688,1390,1797,981,975,845,663,1882,1928,1326,2056,1485,1378,573,491,171,167,479,455,715,680,813,741,904,874,417,451,303,336,647,417,461,425,263,499,565,245,370,266,232,573,36,27,10,83,36,44,48,42,0,0,30,31,63,19,36,24,58,37,53,32,26,4,51,61,73,58,44,89,37,19,44,55,61,36,1,39,32,21,51,31,2358,2319,375,296,155,319,508,561,60,366,151,297,179,617,135,125,136,158,158,164,206
Citrate Utilization System (CitAB_ CitH_ and tctABC),38,67,39,94,174,94,33,38,60,84,94,110,93,94,72,1,1,1,0,4,5,2,2,3,2,3,1,2,0,20,9,19,0,2,17,0,1,0,2,2,4,2,0,3,2,0,4,3,6,3,2,0,0,0,0,7,2,2,1,4,1,3,3,2,0,3,2,0,2,2,4,3,0,0,0,4,2,0,3,3,1,2,0,88,92,12,11,6,17,13,5,0,17,3,11,3,7,6,11,13,4,1,0,1
N-ATPase,18,7,17,31,24,7,12,9,1,31,23,11,11,13,4,13,12,0,2,37,31,29,26,13,16,20,20,70,26,0,0,1,1,0,3,2,1,5,2,5,1,0,1,0,0,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,5,4,4,2,2,0,0,1,1,3,0,0,0,3,0,0,2,161,159,17,41,13,19,9,9,0,6,3,30,17,58,19,16,2,5,5,11,11
Plastoquinone biosynthesis in plants,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,14,0,4,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Spore Core Dehydration,104,70,47,55,70,56,62,43,38,60,126,93,144,160,139,27,29,7,9,60,57,89,96,20,23,32,23,9,12,9,1,21,17,1,38,37,34,3,8,16,16,13,6,1,0,0,2,0,2,0,0,0,0,1,1,0,0,0,3,2,1,1,1,2,0,4,2,4,1,2,3,4,1,2,1,1,1,0,3,1,0,2,0,97,90,28,22,6,18,12,16,2,21,11,5,4,15,1,2,3,0,4,3,11
WhiB and WhiB-type regulatory proteins_,52,16,9,29,28,11,35,7,9,48,13,6,124,39,44,13,5,3,2,7,4,10,6,13,14,10,11,6,4,34,15,47,8,47,31,21,56,19,10,15,11,7,11,4,2,1,13,3,6,7,3,0,0,2,3,6,1,0,3,4,5,3,5,1,1,3,1,6,5,2,5,3,1,2,2,2,3,0,4,1,1,4,3,145,153,31,23,11,33,37,14,3,21,11,18,4,19,4,5,13,14,1,0,0
Ribosome SSU mitochondrial,20,7,3,8,14,2,2,1,2,24,3,4,13,6,0,1,5,0,1,1,2,2,1,11,15,3,2,1,2,0,2,3,0,0,0,0,0,0,0,2,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,12,16,2,0,0,2,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0
Ribosome SSU bacterial,7889,6989,4963,9497,12841,7370,6515,5401,4613,11268,12216,9898,15003,11720,11185,3269,3032,1079,1053,2806,2641,4204,4110,4439,4343,5457,5355,4282,4564,4729,4937,9257,6339,6618,9060,5715,10413,5925,2517,4135,3739,3042,5395,621,480,122,1393,609,530,619,440,3,1,393,494,899,240,483,392,905,522,883,501,394,40,674,778,821,678,645,1183,654,334,557,674,805,516,43,521,565,252,558,471,16426,16129,3526,2678,1357,3010,3388,3443,364,2460,1022,2233,1481,4375,1027,1107,1125,979,1471,1446,1424
Ribosome SSU eukaryotic and archaeal,55,89,72,59,113,97,24,49,105,36,167,225,109,99,81,2,3,3,3,2,3,1,1,23,11,18,20,10,9,62,80,166,9,0,4,3,13,8,6,11,14,44,54,1,2,0,4,0,2,6,2,0,0,2,0,2,0,2,1,5,1,3,3,2,0,2,3,2,1,1,3,1,2,3,1,1,3,0,4,6,2,3,0,101,92,58,86,52,46,556,1270,141,890,404,57,109,192,23,28,75,58,49,52,50
Nucleolar protein complex,2,1,1,0,7,0,0,1,1,1,9,3,4,4,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,3,0,11,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,1,1,19,48,7,41,17,2,3,3,2,1,4,4,1,0,3
Ribosome SSU chloroplast,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sporulation Cluster III A,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,117,107,2,1,0,1,2,21,2,2,2,1,1,1,0,0,2,1,1,1,2
Streptothricin resistance,39,32,18,51,56,26,36,22,20,45,52,42,80,43,49,6,5,1,0,4,5,7,8,8,12,7,7,2,1,6,2,9,7,4,15,6,32,10,2,3,5,2,5,0,0,0,3,0,1,1,0,0,0,1,1,1,1,2,1,0,0,2,1,0,0,0,1,1,0,1,2,0,0,1,0,1,1,0,0,0,0,0,0,33,30,16,11,2,10,11,23,3,11,2,16,6,22,5,6,11,6,5,8,8
Sucrose metabolism in plants,0,0,0,0,4,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
T7-like phage core proteins,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,2,3,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taurine Utilization,459,500,395,733,1178,645,523,459,303,830,1004,667,1003,755,676,167,136,39,51,157,171,215,212,253,245,346,341,175,198,58,70,157,96,18,94,43,68,63,120,140,125,135,143,18,11,3,41,24,19,21,13,0,0,14,12,27,14,22,16,32,19,28,22,8,2,25,26,28,26,21,43,19,11,29,31,28,16,0,15,17,4,30,22,1316,1298,75,63,24,57,98,65,10,57,15,76,45,151,34,37,33,31,64,66,63
Tricarballylate Utilization,199,207,188,324,544,230,173,191,126,490,388,273,373,276,245,98,98,29,32,85,78,116,95,132,128,180,179,141,182,24,49,88,9,2,27,11,22,41,110,197,106,93,164,18,12,0,35,22,11,19,10,0,0,9,15,28,7,12,13,19,14,16,14,8,0,17,17,27,21,20,28,12,5,11,31,25,18,3,12,17,7,23,11,484,447,48,44,25,38,71,50,12,49,26,38,35,76,27,22,20,13,23,25,32
Teicoplanin-resistance in Staphylococcus,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tellurite resistance: Chromosomal determinants,11,11,5,12,20,13,5,12,4,15,7,5,17,9,13,8,4,1,1,3,3,5,6,13,11,20,19,2,1,7,10,9,5,0,1,0,1,23,2,2,0,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,23,17,7,4,2,3,9,2,0,5,6,3,3,6,6,2,0,1,3,4,1
Reductive Dechlorination,3,1,0,0,1,1,0,1,2,1,1,0,3,1,2,0,0,0,0,3,3,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,2,3,3,2,1,0,0,2,0,2,0,7,6,2,8,6,14,14,9
Respiration / Human gut microbiome,2,3,1,0,0,3,2,1,0,6,0,1,0,0,1,2,2,0,1,18,19,18,15,1,0,4,4,32,0,0,0,3,1,0,0,0,1,0,1,2,2,5,5,3,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,2,0,35,25,4,9,2,5,13,24,3,24,9,24,26,61,10,6,38,25,46,53,41
Thermosome_ archaeal,25,59,33,26,75,62,26,35,64,15,82,142,68,54,37,0,0,0,0,0,0,0,3,3,3,2,2,10,1,62,60,139,6,0,4,1,8,3,1,3,25,46,55,9,0,2,4,4,1,1,0,0,0,0,1,0,1,2,2,2,0,2,1,2,1,3,2,1,3,0,1,2,0,0,1,2,2,1,1,1,0,3,3,30,32,34,38,24,31,175,411,49,309,131,19,45,56,7,14,29,31,17,18,11
Thiamin biosynthesis,15,23,10,18,26,21,11,6,5,29,27,21,42,41,38,8,7,8,4,6,10,10,16,7,5,4,5,1,1,15,18,17,7,16,16,5,9,22,1,2,5,7,13,0,1,0,0,2,2,0,0,0,0,1,0,1,2,0,0,0,0,0,1,2,0,0,0,0,1,0,2,1,1,0,2,1,1,0,0,1,0,1,0,58,52,10,9,5,4,5,1,0,3,4,11,2,9,2,0,8,3,0,1,2
Test - Thiamin,11,28,25,26,46,32,19,20,21,32,68,58,38,48,71,8,3,1,2,10,9,12,8,14,9,15,12,2,7,6,14,14,10,1,11,3,6,0,10,2,5,23,14,3,3,0,3,3,0,2,0,0,0,2,2,2,0,4,2,4,0,5,4,0,0,6,0,0,1,3,4,3,0,3,1,6,4,0,1,1,1,4,3,118,109,17,25,14,12,50,14,3,30,10,10,7,27,6,13,6,9,5,7,10
ThiD ThiE fusions,14,22,17,20,29,17,10,18,14,27,38,32,26,26,33,3,4,2,1,9,11,5,6,5,6,9,10,0,1,0,0,3,3,130,0,1,1,0,2,0,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,33,33,3,6,2,1,5,24,0,7,1,3,2,8,0,0,2,1,3,4,3
Thioredoxin-disulfide reductase,72,50,54,61,119,51,73,50,29,135,101,84,131,80,77,35,28,11,11,33,38,57,55,43,40,37,39,43,28,9,22,37,19,69,14,6,9,36,17,33,9,32,58,4,1,0,9,2,2,3,1,0,0,3,2,6,5,0,1,4,1,10,0,1,0,3,5,3,1,5,9,4,1,1,4,6,3,0,2,4,1,1,4,172,167,20,24,14,23,49,40,8,30,19,17,21,48,8,8,17,13,25,27,30
tRNA aminoacylation_ Thr,42,20,4,34,8,11,25,4,3,51,11,8,74,15,9,8,7,2,1,3,3,2,2,3,3,10,9,2,1,11,3,15,1,1,4,2,5,1,7,12,6,7,19,4,3,1,5,0,1,3,6,0,0,3,3,3,2,0,3,3,1,2,0,0,0,0,3,8,3,3,2,1,2,2,6,4,0,0,2,1,0,0,1,33,29,48,13,4,54,54,4,4,21,8,6,5,5,4,3,1,2,0,2,0
Toluene degradation,50,46,25,47,79,41,31,28,36,55,72,78,73,56,62,18,20,6,5,22,23,23,18,30,36,42,41,14,13,12,11,38,20,15,15,6,11,16,13,20,19,21,17,2,4,0,1,4,2,4,3,0,0,3,2,6,3,3,1,6,1,4,1,3,1,2,7,6,11,1,4,4,0,2,1,9,1,0,1,2,2,3,1,149,141,14,25,14,12,14,15,0,14,12,22,10,33,11,7,6,9,23,18,23
Toluene 4-monooxygenase (T4MO),45,42,32,68,92,41,33,31,31,78,47,19,81,45,46,28,13,8,8,39,35,45,44,38,31,37,33,11,23,5,2,4,0,0,1,0,1,0,14,21,1,8,9,0,0,1,2,0,0,0,2,0,0,1,0,1,0,0,0,4,0,1,0,0,0,0,3,1,3,1,1,0,0,0,4,2,0,0,4,1,0,2,0,65,69,20,7,2,17,5,3,1,5,2,6,4,11,2,1,3,2,2,3,6
Toxin co-regulated pilus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transcription elongation factors_ archaeal,1,3,3,3,2,3,1,2,9,1,9,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,11,0,0,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,0,15,43,2,19,10,1,4,2,0,1,5,0,1,3,1
CytR regulation,47,44,39,38,62,25,22,21,22,65,55,36,52,41,31,18,9,3,3,18,13,20,20,18,18,20,19,2,4,1,4,6,2,1,1,0,0,0,4,6,14,11,12,1,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,3,3,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,54,51,13,8,3,5,16,14,2,8,2,3,0,14,1,3,1,4,1,2,6
Cholera toxin,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
